entry_id,source_volume,source_section,page_number,celan_term,english_meaning,category,usage_context,original_wording,canon_status,notes,related_entry_ids,relationship_type,potential_tension_id,review_status,review_reason
LX-V3-0047,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Tavojorin,Parent-in-law,Kinship Term,Tav (giver/source) + Jor (surge/connection) + -in (person).,"Tavojorin (Parent-in-law)
Derived From: Tav (giver/source) + Jor (surge/connection) + -in (person).
Example: ""Tavojorin shalil nor dren an Belvok."" (""The parent-in-law rests with the family by the water."")",Canon,Original term entry preserved.,PE-V3-0038,related usage,,Approved,
LX-V3-0048,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Zhivorin,Sibling-in-law,Kinship Term,Zhir (lineage) + vor (place of bond) + -in (person).,"Zhivorin (Sibling-in-law)
Derived From: Zhir (lineage) + vor (place of bond) + -in (person).
Example: ""Zhivorin nor dren an Tavan."" (""The sibling-in-law is with the parent by the water."")",Canon,Original term entry preserved.,PE-V3-0039,related usage,,Approved,
LX-V3-0049,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Kalvok,Partner / Spouse,Kinship Term,Kal (strength) + vok (unity).,"Kalvok (Partner / Spouse)
Derived From: Kal (strength) + vok (unity).
Example: ""Kalvok ser Belvok an Teremil."" (""The partner is with the family at home."")",Canon,Original term entry preserved.,PE-V3-0040,related usage,,Approved,
LX-V3-0050,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Velpralor,Elder Partner,Kinship Term,Vel (wisdom) + pral (intricacy) + or (time).,"Velpralor (Elder Partner)
Derived From: Vel (wisdom) + pral (intricacy) + or (time).
Example: ""Velpralor kal dren nor Velar."" (""The elder partner strengthens with the elder by the water."")",Canon,Original term entry preserved.,PE-V3-0041,related usage,,Approved,
LX-V3-0051,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Tavrel,Aunt/Uncle,Kinship Term,Tav (giver/source) + rel (branch).,"Tavrel (Aunt/Uncle)
Derived From: Tav (giver/source) + rel (branch).
Example: ""Tavrel ser dren thal Felka."" (""The uncle/aunt is by the water with the child."")",Canon,Original term entry preserved.,PE-V3-0042,related usage,,Approved,
LX-V3-0052,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Felvin,Niece/Nephew,Kinship Term,Fel (young/new) + vin (pulled).,"Felvin (Niece/Nephew)
Derived From: Fel (young/new) + vin (pulled).
Example: ""Felvin nor dren an Tavan."" (""The niece/nephew rests with the parent by the water."")",Canon,Original term entry preserved.,PE-V3-0043,related usage,,Approved,
LX-V3-0053,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Zharin,Distant Relative,Kinship Term,Zhir (lineage) + arin (far-reaching).,"Zharin (Distant Relative)
Derived From: Zhir (lineage) + arin (far-reaching).
Example: ""Zharin ser dren thal Tharvok."" (""The distant relative is by the water under the family."")",Canon,Original term entry preserved.,PE-V3-0044,related usage,,Approved,
LX-V3-0054,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Velxorin,Elder Ancestor,Kinship Term,Vel (wisdom) + xor (hidden) + in (person).,"Velxorin (Elder Ancestor)
Derived From: Vel (wisdom) + xor (hidden) + in (person).
Example: ""Velxorin lian nor Terra."" (""The elder ancestor speaks to the Earth."")",Canon,Original term entry preserved.,PE-V3-0045,related usage,,Approved,
LX-V3-0055,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Kalvokesh,Spouse's Family,Kinship Term,Kal (strength) + vok (unity) + esh (connection).,"Kalvokesh (Spouse's Family)
Derived From: Kal (strength) + vok (unity) + esh (connection).
Example: ""Kalvokesh ser dren an Belvok."" (""The spouse's family is by the water with the unified family."")",Canon,Original term entry preserved.,PE-V3-0046,related usage,,Approved,
LX-V3-0056,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Zhirkalor,Partner by Lineage,Kinship Term,Zhir (lineage) + kal (strength) + or (shared essence).,"Zhirkalor (Partner by Lineage)
Derived From: Zhir (lineage) + kal (strength) + or (shared essence).
Example: ""Zhirkalor ser dren."" (""The partner by lineage is with the water."")",Canon,Original term entry preserved.,PE-V3-0047,related usage,,Approved,
LX-V3-0057,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Xarfelvin,Adoptive Niece/Nephew,Kinship Term,Xar (protection) + Fel (young) + vin (pulled).,"Xarfelvin (Adoptive Niece/Nephew)
Derived From: Xar (protection) + Fel (young) + vin (pulled).
Example: ""Xarfelvin ser dren an Xarvethral."" (""The adoptive niece/nephew is with the adoptive parent by the water."")",Canon,Original term entry preserved.,PE-V3-0048,related usage,,Approved,
LX-V3-0058,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Belvethral,Chosen Family,Kinship Term,Bel (binding) + veth (shadow) + ral (caretaker).,"Belvethral (Chosen Family)
Derived From: Bel (binding) + veth (shadow) + ral (caretaker).
Example: ""Belvethral ser dren thal Teremil."" (""The chosen family is by the water at home."")",Canon,Original term entry preserved.,PE-V3-0049,related usage,,Approved,
LX-V3-0059,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Velmarin,Honorary Elder,Kinship Term,Vel (wisdom) + mar (branch) + in (connected).,"Velmarin (Honorary Elder)
Derived From: Vel (wisdom) + mar (branch) + in (connected).
Example: ""Velmarin shalil nor dren."" (""The honorary elder moves lightly by the water."")",Canon,Original term entry preserved.,PE-V3-0050,related usage,,Approved,
LX-V3-0060,"Volume 3: Culture, Context, and Advanced Expression",Kinship Terms,9-13,Pralvokesh,Trusted Ally or Friend,Kinship Term,Pral (intricacy) + vok (unity) + esh (connection).,"Pralvokesh (Trusted Ally or Friend)
Derived From: Pral (intricacy) + vok (unity) + esh (connection).
Example: ""Pralvokesh ser dren an Belvok."" (""The trusted ally is with the family by the water."")",Canon,Original term entry preserved.,PE-V3-0051,related usage,,Approved,
LX-V3-0061,"Volume 3: Culture, Context, and Advanced Expression",Possession > Possession Chart,13-14,Ian,My / Direct Possession marker,Possession,,Ian: My / Direct Possession marker,Canon,Original term entry preserved.,,,PT-V3-0012,Needs Human Review,possible overlap with earlier rule
LX-V3-0062,"Volume 3: Culture, Context, and Advanced Expression",Possession > Possession Chart,13-14,Anen,Your / Direct Possession marker,Possession,,Anen: Your / Direct Possession marker,Canon,Original term entry preserved.,,,PT-V3-0012,Needs Human Review,possible overlap with earlier rule
LX-V3-0063,"Volume 3: Culture, Context, and Advanced Expression",Possession > Possession Chart,13-14,Eshen,His/Her/Their / Direct Possession marker,Possession,,Eshen: His/Her/Their / Direct Possession marker,Canon,Original term entry preserved.,,,PT-V3-0012,Needs Human Review,possible overlap with earlier rule
LX-V3-0064,"Volume 3: Culture, Context, and Advanced Expression",Possession > Possession Chart,13-14,Velian,Our / Direct Possession marker,Possession,,Velian: Our / Direct Possession marker,Canon,Original term entry preserved.,,,PT-V3-0012,Needs Human Review,possible overlap with earlier rule
LX-V3-0065,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Rathorim,Remembrance (the act).,Mourning/Remembrance Noun,,Rathorim: Remembrance (the act).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0066,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Fah'thar,Grief (heart-darkness).,Mourning/Remembrance Noun,,Fah'thar: Grief (heart-darkness).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0067,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Vel'rathor,Enduring Memory / Still Past.,Mourning/Remembrance Noun,,Vel'rathor: Enduring Memory / Still Past.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0068,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Rathorimaen,To Remember / Memorialize.,Mourning/Remembrance Verb,,Rathorimaen: To Remember / Memorialize.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0069,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Fah'tharaen,To Mourn / Grieve Deeply.,Mourning/Remembrance Verb,,Fah'tharaen: To Mourn / Grieve Deeply.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0070,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Ohm'rin,Attunement / Essence-Connection.,Spiritual Unity Noun,,Ohm'rin: Attunement / Essence-Connection.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0071,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Thal'vok,Balanced Unity / Harmony Bond.,Spiritual Unity Noun,,Thal'vok: Balanced Unity / Harmony Bond.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0072,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Ohm'aen,To Connect With / Attune To (revisited).,Spiritual Unity Verb,,Ohm'aen: To Connect With / Attune To (revisited).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0073,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Belaen Rin,To Weave Essence / Blend Spiritually.,Spiritual Unity Verb,,Belaen Rin: To Weave Essence / Blend Spiritually.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0074,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Thal'vokaen,To Harmonize / Achieve Balanced Unity.,Spiritual Unity Verb,,Thal'vokaen: To Harmonize / Achieve Balanced Unity.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0075,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Shal'taleth,Light-Offering Ritual.,Ritual Noun,,Shal'taleth: Light-Offering Ritual.,Canon,Original ritual expression preserved. Source labels this group with tentative wording.,,,PT-V3-0013,Source Ambiguity,source ambiguity
LX-V3-0076,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Bel'Rathorimeth,Memory-Weaving Ritual.,Ritual Noun,,Bel'Rathorimeth: Memory-Weaving Ritual.,Canon,Original ritual expression preserved. Source labels this group with tentative wording.,,,PT-V3-0013,Source Ambiguity,source ambiguity
LX-V3-0077,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Aen'Moreth,Breath-into-Stone Ritual.,Ritual Noun,,Aen'Moreth: Breath-into-Stone Ritual.,Canon,Original ritual expression preserved. Source labels this group with tentative wording.,,,PT-V3-0013,Source Ambiguity,source ambiguity
LX-V3-0078,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Lorin'Ohmeth,Guidance-Seeking Ritual.,Ritual Noun,,Lorin'Ohmeth: Guidance-Seeking Ritual.,Canon,Original ritual expression preserved. Source labels this group with tentative wording.,,,PT-V3-0013,Source Ambiguity,source ambiguity
LX-V3-0079,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Talaen Shal,To offer light.,Ritual Verb,,Talaen Shal: To offer light.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0080,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Belaen Rathorim,To weave remembrance.,Ritual Verb,,Belaen Rathorim: To weave remembrance.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0081,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Aenaen an Mor,To speak/breathe into stone.,Ritual Verb,,Aenaen an Mor: To speak/breathe into stone.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0082,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Ohm'aen Lorin,To connect with guidance/Guide.,Ritual Verb,,Ohm'aen Lorin: To connect with guidance/Guide.,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0083,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Thal'talaen,To sacrifice/relinquish (general verb).,Sacrifice Verb/Noun,,Thal'talaen: To sacrifice/relinquish (general verb).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0084,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Thal'taleth,Act/Ritual of Sacrifice (general noun).,Sacrifice Verb/Noun,,Thal'taleth: Act/Ritual of Sacrifice (general noun).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0085,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Thar'taleth,Life/Heart Sacrifice Ritual (noun).,Sacrifice Verb/Noun,,Thar'taleth: Life/Heart Sacrifice Ritual (noun).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0086,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Arthen'taleth,Sacrifice for Destiny Ritual (noun).,Sacrifice Verb/Noun,,Arthen'taleth: Sacrifice for Destiny Ritual (noun).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0087,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Kor'taleth,Offering to Power Source Ritual (noun).,Sacrifice Verb/Noun,,Kor'taleth: Offering to Power Source Ritual (noun).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0088,"Volume 3: Culture, Context, and Advanced Expression",Cultural & Ritual Expressions,14-15,Talaen,To give/offer (used for simpler offerings).,Sacrifice Verb/Noun,,Talaen: To give/offer (used for simpler offerings).,Canon,Original ritual expression preserved.,,,,Approved,
LX-V3-0089,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Fahaen,To Fear.,Emotion Verb,"Derivation: From Fah (Fear/Darkness) + -aen. Usage: Standard verb, follows VSO.","Fahaen: Meaning: To Fear. / Derivation: From Fah (Fear/Darkness) + -aen. / Usage: Standard verb, follows VSO. Fahaen I Vethor. (I fear the Shadow.)",Canon,Original term entry preserved.,PE-V3-0052,related usage,,Approved,
LX-V3-0090,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Theraen,To Long For / Yearn For.,Emotion Verb,"Derivation: From Thera (Longing) + -aen. Usage: Standard verb, follows VSO.","Theraen: Meaning: To Long For / Yearn For. / Derivation: From Thera (Longing) + -aen. / Usage: Standard verb, follows VSO. Theraen La Shalor. (They long for the Sanctuary.)",Canon,Original term entry preserved.,PE-V3-0053,related usage,,Approved,
LX-V3-0091,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Vialaen,To Be Joyful / Rejoice.,Emotion Verb,"Derivation: From Vial (Joy) + -aen. Usage: Standard verb, follows VSO.","Vialaen: Meaning: To Be Joyful / Rejoice. / Derivation: From Vial (Joy) + -aen. / Usage: Standard verb, follows VSO. Vialaen Ilin ser vaar. (We rejoice in peace.)",Canon,Original term entry preserved.,PE-V3-0054,related usage,,Approved,
LX-V3-0092,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Ohmaen,To Love / Cherish / Feel Connection / Attune To (can have spiritual nuance).,Emotion Verb,"Derivation: From Ohm- (Connection/Unity) + -aen. Usage: Standard verb, follows VSO.","Ohmaen: Meaning: To Love / Cherish / Feel Connection / Attune To (can have spiritual nuance). / Derivation: From Ohm- (Connection/Unity) + -aen. / Usage: Standard verb, follows VSO. Ohmaen Ya Kalvok-en. (You love your bonded partner.)",Canon,Original term entry preserved.,PE-V3-0055,related usage,,Approved,
LX-V3-0093,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Ravokhaen,To Desire / Want Intensely.,Emotion Verb,"Derivation: From Ravokha (Desire) + -aen. Usage: Standard verb, follows VSO.","Ravokhaen: Meaning: To Desire / Want Intensely. / Derivation: From Ravokha (Desire) + -aen. / Usage: Standard verb, follows VSO. Ravokhaen Tavan dren. (The parent desires water.)",Canon,Original term entry preserved.,PE-V3-0056,related usage,,Approved,
LX-V3-0094,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Shalaen,To Hope / See Light Ahead.,Emotion Verb,"Derivation: From Shal (Light/Hope) + -aen. Usage: Standard verb, follows VSO.","Shalaen: Meaning: To Hope / See Light Ahead. / Derivation: From Shal (Light/Hope) + -aen. / Usage: Standard verb, follows VSO. Shalaen Ilin an Kinnshal. (We hope in the dawn.)",Canon,Original term entry preserved.,PE-V3-0057,related usage,,Approved,
LX-V3-0095,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Seraen,To Trust / Ally With.,Emotion Verb,"Derivation: From Ser (Friend/Ally) + -aen. Usage: Standard verb, follows VSO.","Seraen: Meaning: To Trust / Ally With. / Derivation: From Ser (Friend/Ally) + -aen. / Usage: Standard verb, follows VSO. Seraen Kaikoa Lianor. (Kaikoa trusts the Sir.)",Canon,Original term entry preserved.,PE-V3-0058,related usage,,Approved,
LX-V3-0096,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Nkathalaen,To Grieve / Be Sad.,Emotion Verb,"Derivation: From Nkathal (Sadness) + -aen. Usage: Standard verb, follows VSO.","Nkathalaen: Meaning: To Grieve / Be Sad. / Derivation: From Nkathal (Sadness) + -aen. / Usage: Standard verb, follows VSO. Nkathalaen Velar rathor. (The elder grieves for the past.)",Canon,Original term entry preserved.,PE-V3-0059,related usage,,Approved,
LX-V3-0097,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Rathaen,To Hate / Oppose Strongly / Treat as Foe.,Emotion Verb,"Derivation: From Rath (Enemy/Foe) + -aen. Usage: Standard verb, follows VSO.","Rathaen: Meaning: To Hate / Oppose Strongly / Treat as Foe. / Derivation: From Rath (Enemy/Foe) + -aen. / Usage: Standard verb, follows VSO. Rathaen Lalin fah. (They hate the darkness.)",Canon,Original term entry preserved.,PE-V3-0060,related usage,,Approved,
LX-V3-0098,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Krezaen,To Rage / Burn with Anger.,Emotion Verb,"Derivation: From Krez (Fire) + -aen. Usage: Standard verb, follows VSO.","Krezaen: Meaning: To Rage / Burn with Anger. / Derivation: From Krez (Fire) + -aen. / Usage: Standard verb, follows VSO. Krezaen Kadron an varok. (The man rages at the command.)",Canon,Original term entry preserved.,PE-V3-0061,related usage,,Approved,
LX-V3-0099,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Rethaen,To Worry / Be Uncertain.,Emotion Verb,"Derivation: From Reth (Uncertainty) + -aen. Usage: Standard verb, follows VSO.","Rethaen: Meaning: To Worry / Be Uncertain. / Derivation: From Reth (Uncertainty) + -aen. / Usage: Standard verb, follows VSO. Ra rethaen Ya nor Varash? (Do you worry about the future?)",Canon,Original term entry preserved.,PE-V3-0062,related usage,,Approved,
LX-V3-0100,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Vershalaen,To Despair / Lose Hope.,Emotion Verb,"Derivation: From Ver- (Negation) + Shal (Light/Hope) + -aen. Usage: Standard verb, follows VSO.","Vershalaen: Meaning: To Despair / Lose Hope. / Derivation: From Ver- (Negation) + Shal (Light/Hope) + -aen. / Usage: Standard verb, follows VSO. Vershalaen La nor fah. (They despair in the darkness.)",Canon,Original term entry preserved.,PE-V3-0063,related usage,,Approved,
LX-V3-0101,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Thaalaen,To Feel Awe / Wonder.,Emotion Verb,"Derivation: From Thaal (Wonder/Unknown) + -aen. Usage: Standard verb, follows VSO.","Thaalaen: Meaning: To Feel Awe / Wonder. / Derivation: From Thaal (Wonder/Unknown) + -aen. / Usage: Standard verb, follows VSO. Thaalaen Ilin an Dral. (We wonder at the heavens.)",Canon,Original term entry preserved.,PE-V3-0064,related usage,,Approved,
LX-V3-0102,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Vaaranoraen,To Feel Contentment / Inner Peace.,Emotion Verb,"Derivation: Hypothetical noun Vaaranor (Inner Peace) + -aen. Usage: Standard verb, follows VSO.","Vaaranoraen: Meaning: To Feel Contentment / Inner Peace. / Derivation: Hypothetical noun Vaaranor (Inner Peace) + -aen. / Usage: Standard verb, follows VSO. Vaaranoraen Velar ser teremil. (The elder feels content with the meal.)",Canon,Original term entry preserved.,PE-V3-0065,related usage,PT-V3-0014,Source Ambiguity,source ambiguity
LX-V3-0103,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Vokaen,To Betray / Break Bond.,Emotion Verb,"Derivation: From Vok (Unity/Bond) + -aen. Usage: Standard verb, follows VSO.","Vokaen: Meaning: To Betray / Break Bond. / Derivation: From Vok (Unity/Bond) + -aen. / Usage: Standard verb, follows VSO. Vokaen Ser rath. (The friend betrays the enemy.)",Canon,Original term entry preserved.,PE-V3-0066,related usage,PT-V3-0015,Approved,
LX-V3-0104,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Veth'tharaen,To Feel Shame / Guilt.,Emotion Verb,"Derivation: From Veth (Shadow) + Thar (Heart) + -aen. Usage: Standard verb, follows VSO.","Veth'tharaen: Meaning: To Feel Shame / Guilt. / Derivation: From Veth (Shadow) + Thar (Heart) + -aen. / Usage: Standard verb, follows VSO. Veth'tharaen Kadron nor lian ver. (The man feels shame for the untruth.)",Canon,Original term entry preserved.,PE-V3-0067,related usage,,Approved,
LX-V3-0105,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Zhaeaen,To Feel Empathy / Sympathize.,Emotion Verb,"Derivation: From Zhae- (Light/Empathy) + -aen. Usage: Standard verb, follows VSO.","Zhaeaen: Meaning: To Feel Empathy / Sympathize. / Derivation: From Zhae- (Light/Empathy) + -aen. / Usage: Standard verb, follows VSO. Zhaeaen Azron ser Nkathal. (The woman empathizes with the sadness.)",Canon,Original term entry preserved.,PE-V3-0068,related usage,,Approved,
LX-V3-0106,"Volume 3: Culture, Context, and Advanced Expression",Core Emotion Verbs,15-16,Vaar'kelaen,To Feel Relief.,Emotion Verb,"Derivation: From Vaar (Peace) + hypothetical kel (arrive) + -aen. Usage: Standard verb, follows VSO.","Vaar'kelaen: Meaning: To Feel Relief. / Derivation: From Vaar (Peace) + hypothetical kel (arrive) + -aen. / Usage: Standard verb, follows VSO. Vaar'kelaen I an shal. (I feel relief in the light.)",Canon,Original term entry preserved.,PE-V3-0069,related usage,PT-V3-0016,Source Ambiguity,source ambiguity
LX-V3-0107,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Pelagae,21-24,Drenvokesh,Water Unity Ceremony,National Ceremonial Term,Derived From: Dren (water) + vok (bond) + esh (connection). Meaning: A ritual where families or clans pledge unity near water.,"Drenvokesh: Water Unity Ceremony
Derived From: Dren (water) + vok (bond) + esh (connection).
Meaning: A ritual where families or clans pledge unity near water.
Example Phrase: ""Drenvokesh kal dren nor Belvok."" ""The water unity strengthens the family by the water.""",Canon,Original term entry preserved.,PE-V3-0087,related usage,,Approved,
LX-V3-0108,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Pelagae,21-24,Eshlorien,Wave Naming Ritual,National Ceremonial Term,Derived From: Esh (sky/air) + lorin (guide). Meaning: A naming ceremony for children born by the sea.,"Eshlorien: Wave Naming Ritual
Derived From: Esh (sky/air) + lorin (guide).
Meaning: A naming ceremony for children born by the sea.
Example Phrase: ""Eshlorien nor dren an Zhaelor."" ""The wave naming flows by the water in spring.""",Canon,Original term entry preserved.,PE-V3-0088,related usage,,Approved,
LX-V3-0109,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Verdalris,21-24,Terrashaneth,Earth Blessing Ceremony,National Ceremonial Term,Derived From: Terra (earth) + shan (pass) + eth (sacred). Meaning: A ritual to bless the land and seek the ancestors' guidance.,"Terrashaneth: Earth Blessing Ceremony
Derived From: Terra (earth) + shan (pass) + eth (sacred).
Meaning: A ritual to bless the land and seek the ancestors' guidance.
Example Phrase: ""Terrashaneth lian nor Tharvok."" ""The Earth blessing speaks to the family.""",Canon,Original term entry preserved.,PE-V3-0089,related usage,,Approved,
LX-V3-0110,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Verdalris,21-24,Velpralim,Wisdom Transfer Ritual,National Ceremonial Term,Derived From: Vel (wisdom) + pral (intricacy) + im (essence). Meaning: A ceremony for elders to pass their knowledge to younger generations.,"Velpralim: Wisdom Transfer Ritual
Derived From: Vel (wisdom) + pral (intricacy) + im (essence).
Meaning: A ceremony for elders to pass their knowledge to younger generations.
Example Phrase: ""Velpralim shan dren an Zhirelorim."" ""The wisdom transfer passes to the coming-of-age ritual.""",Canon,Original term entry preserved.,PE-V3-0090,related usage,,Approved,
LX-V3-0111,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Zarithan,21-24,Kreztharim,Fire Heart Ritual,National Ceremonial Term,Derived From: Krez (fire) + thar (heart) + im (essence). Meaning: A ceremony to honor strength and resilience within families.,"Kreztharim: Fire Heart Ritual
Derived From: Krez (fire) + thar (heart) + im (essence).
Meaning: A ceremony to honor strength and resilience within families.
Example Phrase: ""Kreztharim kal nor dren."" ""The fire heart strengthens by the water.""",Canon,Original term entry preserved.,PE-V3-0091,related usage,,Approved,
LX-V3-0112,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Zarithan,21-24,Zhivokesh,Bond Renewal Ceremony,National Ceremonial Term,Derived From: Zhi (lineage) + vok (unity) + esh (connection). Meaning: A ritual where family bonds are reaffirmed under the desert stars.,"Zhivokesh: Bond Renewal Ceremony
Derived From: Zhi (lineage) + vok (unity) + esh (connection).
Meaning: A ritual where family bonds are reaffirmed under the desert stars.
Example Phrase: ""Zhivokesh shalil thal morl."" ""The bond renewal flows under the mountain.""",Canon,Original term entry preserved.,PE-V3-0092,related usage,,Approved,
LX-V3-0113,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Mechuma,21-24,Dralshaneth,Heaven's Blessing,National Ceremonial Term,Derived From: Dral (heavens) + shan (pass) + eth (sacred). Meaning: A celestial ceremony to seek guidance and protection for the family.,"Dralshaneth: Heaven's Blessing
Derived From: Dral (heavens) + shan (pass) + eth (sacred).
Meaning: A celestial ceremony to seek guidance and protection for the family.
Example Phrase: ""Dralshaneth kal dren an Belvok."" ""The heaven's blessing strengthens the family.""",Canon,Original term entry preserved.,PE-V3-0093,related usage,,Approved,
LX-V3-0114,"Volume 3: Culture, Context, and Advanced Expression",Language Use Across the Nations of Ohnosha > Cultural Customization by Nation > Mechuma,21-24,Zhirelorim,Cosmic Coming-of-Age,National Ceremonial Term,Derived From: Zhir (lineage) + elor (growth) + im (essence). Meaning: A coming-of-age ritual tied to celestial alignments.,"Zhirelorim: Cosmic Coming-of-Age
Derived From: Zhir (lineage) + elor (growth) + im (essence).
Meaning: A coming-of-age ritual tied to celestial alignments.
Example Phrase: ""Zhirelorim nor dren an Dralorim."" ""The coming-of-age flows with the celestial storm.""",Canon,Original term entry preserved.,PE-V3-0094,related usage,,Approved,
